Accession,Species Names01,Gene Symbol01,Control 2h,Control 2h_2,Control 2h_3,Control 6h_1,Control 6h_2,Control 6h_3,Control 10h_1 ,Control 10h_2,Control 10h_3,Control 24h_1,Control 24h_2,Control 24h_3,Virus 2h_1,Virus 2h_2,Virus 2h_3,Virus 6h_1,Virus 6h_2,Virus 6h_3,Virus 10h_1,Virus 10h_2,Virus 10h_3,Virus 24h_1,Virus 24h_2,Virus 24h_3,Ratio 2h,Ratio 6h,Ratio 10h ,Ratio 24h,P value 2h,P value 6h,P value 10h,P value 24h
Q9NVT9,Homo sapiens OX=9606,ARMC1,1.36761150332543,3.7536463823447,8.83600423216842,5.00985843893269,9.4217440979911,7.43040363688056,2.41079793246972,9.46732409194313,10.524193729901,4.92144260874038,7.44067258173125,7.86541967662077,3.45923978039965,7.26230957304067,5.40782432168629,2.90724522114261,8.66718315052384,3.59459985347762,4.76703447991753,8.58045611937922,8.29340808070779,3.73043150088662,7.86396168184505,10.7989855115574,0.20867445023507,-0.527297131404584,-0.049887462013023,0.146751708103292,0.783220423487944,0.371679806209087,0.932765391259532,0.764046072933286
P08243,Homo sapiens OX=9606,ASNS,0,5.06170227453603,4.50682205131358,0,8.00866745971332,4.65522908751941,0,8.27632014595114,5.69765039835008,0,9.58303332948301,4.32296787591972,0,4.86382426050952,5.3817897837368,0,7.70024548157707,4.80823903379198,0,8.94357609549204,7.49318718777867,0,4.47148506833087,8.1531073366056,0.098638099029789,-0.017814366940476,0.234184228086801,-0.13947080964562,0.928007597004245,0.987973127182497,0.835092710828162,0.912191405712934
P22061,Homo sapiens OX=9606,PCMT1,2.03778697625192,0,3.50647710163734,0,0,4.46575847773855,2.89151780174075,0,3.92942647673334,2.30157616918249,0,4.56883331184985,1.48355742426052,0,5.26351985184551,3.27207987534504,0,5.35195200804138,0.143989950744876,0,3.67388846265035,8.73585515078655,0,3.46071270681781,0.283266709637917,0.949457284015065,-0.837200318534496,0.828007234864106,0.840536839285267,0.555044821453041,0.583546966021568,0.568624847763527
P0DTC8,Wuhan seafood market pneumonia virus OX=2697049,,9.4711402814764,0,7.371134614917,11.0768716784581,0,10.8726205378207,3.56715175298439,0,5.53760663597169,9.43029952658081,0,6.1716605601709,5.92775457686558,0,5.25267892675479,33.3481413993976,62.9531145551851,26.6613125401164,125.776757203748,441.982425324146,105.897502159724,294.53622205435,1063.52550930692,269.046172806897,-0.591110889785964,2.48595973640858,6.20924899531336,6.70443883109467,0.611332755237731,0.045512972485165,0.11163501959327,0.108389544166026
Q8WUH6,Homo sapiens OX=9606,C12orf23; TMEM263,0,1.78200520172998,6.82478933418817,0,5.75505476315566,0,0,4.79855041763032,3.9352082200911,0,5.27843629775234,3.60977826358818,0,4.57878016934507,5.24275593639052,0,6.10111322376608,7.33340899504853,0,5.1197465680522,9.34737930727937,0,0,11.6147082050971,0.190472653487266,1.22304345297022,0.728103768917141,0.385987361057304,0.884900598432741,0.437333137379161,0.568494314714963,0.838260224940459
Q8WUR7,Homo sapiens OX=9606,C15orf40,3.68708542317892,1.00717493254456,4.0867297861958,1.10687001500282,0,1.73694545533033,0,0,0.87491003655839,0,0,5.25541323559449,0,0,5.23385524544813,0,0,1.26614066335354,0,0,4.19710445830737,3.31112107915406,0,0,-0.746509602990335,-1.16739016277779,2.26218778651099,-0.666484441097204,0.585211709254492,0.470302810532757,0.481663624435477,0.769911154066067
Q8TC12,Homo sapiens OX=9606,RDH11,0,7.55979089554016,3.38203556337052,0,4.41546873679769,3.36239314397307,0,4.97104716562597,3.16227412503834,0,8.43991790725631,6.69611119188675,0,5.02019156853935,5.23379932368436,0,5.43629330998774,1.50182289397212,0,1.26944078443905,1.73248823242609,0,7.93297214904844,7.44122815988837,-0.093668057959394,-0.164829611632883,-1.43795474219265,0.022524603044093,0.938136733987829,0.900286204529387,0.329570571263606,0.98361496820061
Q9Y679,Homo sapiens OX=9606,,0,0.34119546105871,0.90553202754452,0,1.01500370793364,0.01489534438802,0,0.67573673000363,2.3504662991845,0,0,0,0,0,5.23342912354408,0,0.17293985761642,4.4853111032877,0,0,0.1414067813404,0,9.32637411285573,0,2.06961040655723,2.17728543049468,-4.41958556861914,#DIV/0!,0.493235714068262,0.46667966179217,0.241622881304749,0.373900966300058
O14818,Homo sapiens OX=9606,PSMA7,41.4058131391526,10.4333297404003,1.53954014037863,96.5740017680092,16.5561406983937,37.4979681507288,77.2996918981168,62.0552534931955,40.0561826453945,57.0756366756125,16.318763509749,61.9828725838765,12.696872315183,0,5.21186967157618,57.2970543964728,24.7599071695857,22.4717865992235,18.0421737414268,0,33.9570012242387,0,0,0,-1.57559971350431,-0.527091258605767,-1.7867087383663,Err:502,0.402265161038729,0.592642397366959,0.043698109982711,0.035597811341027
P33991,Homo sapiens OX=9606,MCM4,0,71.7905797568681,9.29861824000127,0,0,20.2040712913974,0,67.3705386666082,48.9754703216797,0,51.4647250232877,44.7370547945668,0,10.5581887223988,5.19810590220467,0,12.571543113927,0,0,21.8983475513244,28.5872574617832,28.9942118574115,137.080388735817,105.07133531194,-2.36358144480327,-0.684484291024877,-1.20447772766995,1.49493405606626,0.392569193638381,0.764458937631786,0.372463204563173,0.179559870091898
Q7Z6K5,Homo sapiens OX=9606,C15orf38; ARPIN,0,0,1.05432400622744,0,3.0192824723546,3.77268569745756,0,3.05075427275437,5.30007683618817,0,4.62228156543264,9.99565083114426,0,0.046515856473322,5.1867927230516,0,0,0.602836464509537,0,0,0,0,7.07961313523868,21.3750379067654,2.31140503693053,-3.49399110704089,Err:502,0.96092522018265,0.472190942912702,0.152652568899319,0.144134677877992,0.541464707364185
Q6DKI1,Homo sapiens OX=9606,RPL7L1,0,10.1684884508172,3.3487322617897,0,11.0888566496131,12.3311156684462,0,7.19833337756674,6.81620820385118,0,4.51121306368626,2.2569967689329,0,6.11206032166867,5.16126146610551,0,10.5920690667263,9.97232921184033,0,4.72381192079881,2.29189862554794,0,0,1.93231027571361,-0.261885866848451,-0.187590511905242,-0.998263422765467,-1.8084475267677,0.843143674687004,0.863919756279633,0.437392479067016,0.329416030749194
P09132,Homo sapiens OX=9606,SRP19,7.11506930380745,8.59454488127434,6.09787143487458,24.7311542760965,12.898758015342,4.55299430609486,13.8380942440835,13.7843735363862,5.3650988463273,16.7531517495167,10.8178403513319,5.08123792539958,1.67429772907713,8.17955439401364,5.15264277021627,10.9447775748718,12.7176523092168,5.64136995732095,20.0007053383455,10.7529888847172,5.33602701148697,0,14.3429178123187,0,-0.539236396143069,-0.525570755009075,0.129665640119394,-1.18684298123614,0.323365460329543,0.528522764904309,0.849916195483791,0.355657025348108
O43674,Homo sapiens OX=9606,NDUFB5,14.601705467228,0,6.71683377183481,12.7157620143241,0,18.9925236126643,11.2089661167678,0.830997875836239,0,17.6758872982525,0,3.56250307971047,8.60898814892037,0,5.13125801096949,9.89219979390483,0,0,2.63968111493629,0,0,0,19.3013529307548,25.8689049042003,-0.633700736405483,-1.68049659389248,-2.18939551616883,1.08869871795775,0.633691986935727,0.325048192443514,0.446078161728866,0.446338431470214
Q05D32,Homo sapiens OX=9606,CTDSPL2,4.24993832533996,9.21277839992576,13.1859318487557,0,1.58075208592089,14.0316033819377,4.69118919700118,14.5621192485823,12.4607125225537,4.66457983196948,5.22892964561737,6.36729866270818,2.31443246439248,1.59869302990034,5.10855771501187,4.29293842889938,5.76523137352915,10.0758634579867,0.452050676646341,0.642295699259169,11.7874452095107,0.164145988317753,10.6069304425247,8.74956085560548,-1.56259383908529,0.366947986583816,-1.29978755010334,0.263601193856059,0.103648714310626,0.767558909308481,0.261156095166545,0.755285451373975
Q9UKF6,Homo sapiens OX=9606,CPSF3,1.26098159902251,0,0,21.7747815432481,0,4.79167464682789,10.8591013660982,0,0,12.249513122933,0,7.37115001180336,11.827430964567,0,5.04909507411963,7.24255471973852,0,0,15.5849795412343,0,3.95397163724951,0,0,10.9798648856242,3.74239883366377,-1.87503520892354,0.847448308364982,-0.837513501110034,0.206085952007786,0.411579916042523,0.650318286444457,0.602822592082558
P56211,Homo sapiens OX=9606,ARPP19,0,0,2.87724486304997,0,0,6.65396489614804,0,0,3.47931364160466,0,0,4.32812376796956,0,0,5.04899286602366,0,0,2.39232582876764,0,0,5.80519531586817,0,0,5.42988827317916,0.811307634514552,-1.47580036075853,0.738541871301456,0.327180757683247,0.727582182343295,0.579212575602506,0.748407332490853,0.881618431211787
O43181,Homo sapiens OX=9606,NDUFS4,0,27.431796618045,2.71310376612975,6.19677965197958,28.6102147106395,5.57948297306347,11.0181335471255,28.8037075964092,5.04667897523039,13.477188541373,41.5329781342659,9.1344378126299,7.23846424660607,21.9340175371806,5.0266866309543,0.03596521665591,24.7667215558553,0,2.39967161307837,19.6584346235864,10.3860040678157,0,14.0942629709001,0,0.18204728313564,-0.703375903836622,-0.467746996543957,-2.18621988113406,0.901119905077826,0.666920540538193,0.659067282485346,0.210165191708473
P25788,Homo sapiens OX=9606,PSMA3,0,0,6.50033650367562,0,0,13.0277172519666,0,0,1.88872355144951,0,0,3.37044960518917,0,0,5.01672290639139,0,2.10755585277162,0,0,0,0.530383843760252,0,0,0,-0.37376914973274,-2.62794154360181,-1.83230281818925,Err:502,0.865400643293711,0.454480934606711,0.526781832283981,0.373900966300058
Q8TAE8,Homo sapiens OX=9606,GADD45GIP1,5.1909546988664,7.10066007428193,0.09393455886681,9.9398976091861,5.90688601052119,11.6505844955757,8.15235851440076,8.91393792463448,6.97077588397333,10.7939789813488,6.95084073181963,10.9213571578918,9.01297246197236,8.91585360067452,4.96326402123521,9.65992655618976,8.6015267717292,7.76228902605087,9.89216351821556,6.43014381966184,6.26211502361421,6.96458483957931,8.13159181591562,12.5797817371171,0.886191331875819,-0.079465094774128,-0.089933174154488,-0.050716232094722,0.23083689749626,0.797239302826107,0.730614173573423,0.885437030798302
Q16204,Homo sapiens OX=9606,CCDC6,0.683265259747842,28.3635141401196,5.4417798934308,4.1521115524766,0,3.85313013631097,1.66045587137933,8.83689406351133,6.84642767349282,8.03238392367691,0.31369695016339,2.83355569956524,5.11140238689432,0,4.92592843986448,5.75308290520272,0,5.22435093579468,9.59265063924925,0,3.82202399267226,0.20517896989751,0.270811375059179,8.19134193438784,-1.78074219150282,0.455523974254658,-0.370606099903665,-0.367213370578566,0.402238559566028,0.685187502082874,0.728282972285407,0.822253803045156
Q96DI7,Homo sapiens OX=9606,SNRNP40,0,12.7345529237774,0,0.741454817590636,35.0652040331726,13.3340297104,0,19.460296151972,6.88988549644687,0,18.6819817781093,5.16634699717627,0,21.4640096609256,4.91354337606983,2.20558075921468,34.6351505113933,9.90802707018997,0,26.7079020049722,15.0761167824147,0,32.3484000787879,42.023901071804,1.05056242517278,-0.071990025785544,0.665138350199789,1.6408772415025,0.589188107247662,0.957336153193413,0.620564077218519,0.291541645201452
P82979,Homo sapiens OX=9606,SARNP,3.17043306380612,0,0,10.3590844665959,0,0,6.83001560324082,0,0,9.98217747706348,0,0.475318156228564,0,0,4.90703632242949,0.002018438068868,0,0,0.185903576123721,0,0,5.32551903546629,0,6.17458409350827,0.630172032362867,-12.3253695614491,-5.19926244641153,0.137109403261383,0.7810701723479,0.373984635361851,0.385905071526712,0.931201156833729
P05161,Homo sapiens OX=9606,ISG15,0,0,5.50042823294712,0,0,5.45005612248316,0,0,0,0,0,6.10933129058808,0,0,4.88951099930257,0,2.01029016093916,0.136082670083965,0,0,2.50646083873724,5.46695360698334,0,11.1584653134325,-0.169853755019782,-1.34437038819321,#DIV/0!,1.44430431285584,0.937831070082008,0.59862306610396,0.373900966300058,0.40973714315794
Q96JB5,Homo sapiens OX=9606,CDK5RAP3,0,0,3.21503419810162,0,0.68800727781448,2.40476146562426,0,1.8754373914403,4.9428187471871,0,0,1.58874345234969,0,0.3509541019518,4.88126993632115,0,1.93440799892356,4.43997056415022,0,0,0,0,0,0,0.702590233342522,1.04338573839392,Err:502,Err:502,0.741599725295188,0.498345350366271,0.189792032443718,0.373900966300058
P83916,Homo sapiens OX=9606,CBX1,8.57329515588934,14.4463465086201,6.06033105845121,15.3477852607774,16.9738918472433,8.33894013005156,15.354574387335,19.2838558683985,14.1860526182207,16.1399597950225,20.4218044331641,9.84241150936313,11.6688127784099,14.069571170787,4.8736491046562,14.6440536181062,16.0590336191291,6.19336668320132,11.485151098611,15.0920296028163,6.58584453582023,17.3416715553421,16.2892908534461,31.8438323190088,0.07407294654009,-0.140149948772851,-0.558029143749573,0.49668499763739,0.897142653847847,0.772853105598853,0.146998369199296,0.340800678272781
Q5JTH9,Homo sapiens OX=9606,RRP12,0,0,0,12.7536585359889,19.2468844178986,9.32208298210713,0,22.4125370501002,3.42363062740613,0,4.52078498729357,0,0,0,4.86302335780998,4.3319227987525,13.9367783906759,1.77965840568533,13.393040905489,23.3968843465817,11.1579438116729,1.75833848886256,3.03719727149536,10.6851586568946,#DIV/0!,-1.04344773956575,0.89207461079647,1.7758249793878,0.373900966300058,0.20648255717215,0.404804118445179,0.313096886937751
O75438,Homo sapiens OX=9606,NDUFB1,4.50554655039451,22.5934024718102,4.38012258858601,3.76868662826103,15.6324287024236,12.808954372906,5.96557527625498,23.4956316179046,15.5112264609176,10.3171979889659,32.4384647618391,24.3909279893997,0.661798920507629,13.8137168220329,4.85193894147923,2.00464207702895,21.9501521736055,7.04901867578574,2.0203382249809,19.6634283532966,5.35708943192224,4.48276032671269,17.8243996072023,0,-0.703741337806437,-0.055066130107664,-0.733900124477374,-1.58980730438632,0.603127798595324,0.956796090258727,0.465292626350298,0.149542962060587
Q8N1G4,Homo sapiens OX=9606,LRRC47,1.30036862288422,2.20233670307022,6.42752431361701,0,11.3021236612951,5.20827450329278,7.09655242946104,17.3330978388156,15.0432933680178,17.0424331400696,12.3077589694905,6.83667493501268,0,6.79560995413649,4.83742732815195,3.77866315498619,11.0514080350827,4.07860542122995,3.18674924195786,4.95837711486494,4.22584814184866,0,0,0,0.228328834789489,0.195673482162461,-1.67390495989308,Err:502,0.835667187356566,0.852743897495304,0.045316717655882,0.014966436839933
Q9Y6Y0,Homo sapiens OX=9606,IVNS1ABP,0,0,0,14.6986033574347,9.77893708808404,0,11.820391461267,2.40694199727498,2.73632516679275,3.07128605400071,8.1125749108943,3.9086984533681,5.69395104705009,6.70032555016952,4.82516469059829,10.0694913820655,8.82996960590391,4.20143173975188,15.8484020318189,13.7813960427781,8.35721831565266,0,14.1528056806135,10.0718309080524,#DIV/0!,-0.083509995020432,1.16305904731188,0.682637541945659,0.000449306201322,0.926517992218703,0.139574969220198,0.534618982333274
Q96IU4,Homo sapiens OX=9606,ABHD14B,3.97852576410592,0,1.98688259481891,8.17802982604005,0,2.6144221247464,9.81628297418915,0,3.63576133487362,2.25787021863306,0,5.51930984318183,1.36668803492014,0,4.81830813931571,2.0802214772136,0,2.30572200976043,5.54932990045951,0,0,2.09739364222638,0,4.49337945495064,0.052151802575641,-1.29906354170171,-1.27743995901234,-0.238799438112876,0.970125457553619,0.444591565980262,0.482985097038213,0.857245208102719
P52895,Homo sapiens OX=9606,AKR1C2,3.58987718385268,8.17043424042304,3.1005647902034,4.83704466696703,5.39172537552755,4.57060680231903,3.5212688825677,11.654629094625,5.77348380873516,6.98691141353905,14.7380204329916,3.89271166083887,9.82928809396202,10.633130162592,4.81818196573414,4.99161571231433,10.7606322354703,6.61166026410082,7.09862389993843,5.39489175043627,5.40120824731183,5.7080152198535,8.33917237950794,3.45820166384787,0.766511535618424,0.595635899058462,-0.227373386560669,-0.549338629463634,0.226497671366571,0.219759778825254,0.703535483596808,0.485257238544392
Q00059,Homo sapiens OX=9606,TFAM,3.75967286370948,1.14659666531327,7.85706204526021,14.1390485019181,10.3553416009993,8.57718395552118,10.6801987978428,8.72890009429558,14.5784530410608,7.53550557499029,4.7045935035888,8.60993815054586,6.77538687806554,0.805209368075921,4.81732692122386,11.2318242680403,4.15079013881717,12.6098470684855,11.4822132129464,2.56607314789121,4.67314473858947,0,0,0,-0.041906492205949,-0.240553359244469,-0.860315729392492,Err:502,0.965241384712166,0.613036718102062,0.186231767510041,0.003962071517238
P61289,Homo sapiens OX=9606,PSME3,0,17.9735120246182,12.5187070943444,0,41.8897550502956,31.2685721157817,0,47.8126435246997,26.6591629411237,0,12.9626274433327,20.6662958449812,0,6.19185103379035,4.81174834290495,0,23.6968128893316,25.1775431886429,0,13.1035540978183,25.7104334493368,0,73.5355319486892,45.6504726018609,-1.4704656290341,-0.581944391917814,-0.94011769777019,1.82544034355316,0.313684575578195,0.617784084963876,0.491113953611453,0.269463153511467
Q96Q11,Homo sapiens OX=9606,TRNT1,1.26644927368879,1.54011619134996,1.65856050313495,2.01636736683832,2.72587347045766,4.25161931185514,0,2.22454942934875,5.49485519989873,0,2.7720186094509,6.24476674013739,0,0.948757848434851,4.76682682154122,3.67153937668308,1.99870166299207,0.816748654718451,0,4.72727007941935,5.47693225237431,8.09900995064724,0,0,0.356200208424565,-0.471391303993748,0.402601923639087,-0.154867618698767,0.789636935820997,0.474070214199206,0.741465491643546,0.929495713318197
Q9BU23,Homo sapiens OX=9606,LMF2,10.2670809568485,17.6769573167177,3.44918858863895,10.7224633644681,27.6774156543099,8.11673794501297,21.4273969747588,19.3987797778053,6.37227028400603,12.9565010022049,16.9858599911606,6.31324511604162,6.41796747924123,17.9127769832418,4.75588819177675,14.6157149681656,22.3617271141904,2.96203333189069,14.582663790895,21.43355941182,4.43905460442034,2.93708396811688,12.9483472687028,2.01971252425933,-0.110097042997299,-0.219930793252836,-0.22241146224728,-1.01782999037358,0.901447489977807,0.805407371033085,0.758514125569593,0.261552704687079
A1X283,Homo sapiens OX=9606,SH3PXD2B,0,7.51838151548383,20.6651843602262,0,10.0987975050598,13.9090998429712,0,8.53120668700992,9.78005343259443,0,11.0691756089526,4.02589219180576,0,8.44851455891358,4.75533407071186,0,8.52741011782946,7.60161651455529,0,6.18722891362687,11.7870916342949,0,11.5641612684656,17.9880679801532,-1.09389565307537,-0.573849679259507,-0.026793839997393,0.969189726195088,0.486163459146692,0.623916821995198,0.981634488926117,0.47891566701983
O00233,Homo sapiens OX=9606,PSMD9,0,6.16268158492088,0,0,4.74822873812668,0,0,5.39496193256409,0,0,5.44438008464082,2.60243972353785,0,7.6036588459699,4.75334836342223,0,0,0,0,9.54892279630899,0,0.628763200970184,10.4414203098667,0,1.0036992171533,Err:502,0.823725213517811,0.46018850591838,0.532099374355827,0.373900966300058,0.72411940829782,0.800294691072316
Q8NFQ8,Homo sapiens OX=9606,TOR1AIP2,0,2.20041321407626,2.08945142536774,0,0,0.500705509312951,0,0,0.65992977136542,0.325416510076103,3.66055279419924,4.49857195595367,0,0,4.75074251031713,0,0,2.64060443149783,0,0,1.91570542938765,0,0,0,0.147220888706868,2.39883396397858,1.53749133196036,Err:502,0.933805792513181,0.470499438847512,0.56896749547243,0.09071686025158
Q96EY8,Homo sapiens OX=9606,MMAB,0,0.992450106023099,2.97910106492477,0,1.56704487935825,1.71485983547034,0.489423404473435,1.21819120716611,2.62711412731472,0,9.88865778278055,13.3950435275712,0,7.71734999407062,4.7300032914614,0,0.376524959246929,3.12218463762872,1.13963614699687,2.78895667445138,7.5557947691117,0,0,2.90131960339071,1.64806451399419,0.09228956866415,1.40566030687364,-3.00453928181681,0.306359640441911,0.95193137127238,0.304158866835399,0.174924846270201
O43854,Homo sapiens OX=9606,EDIL3,2.69889087328426,27.8116672447456,10.8733335723908,0,26.747878546475,18.5958964179279,0,35.1055268544379,13.5068735160253,0,24.0906281907246,8.49702136339609,0.65007197782251,26.8685148941758,4.71452675210232,0,48.5606543754186,12.8362385935024,0,13.4509356751044,13.1098754789339,10.8641156630637,41.6054190699626,28.454622999219,-0.360525765617476,0.43726114542178,-0.872025166355094,1.31224514606042,0.795343805633721,0.762567799709228,0.545457714373753,0.229101827723953
P51452,Homo sapiens OX=9606,DUSP3,8.67468957954441,5.40224956441197,3.09926856710034,6.48012292800867,3.15111548263603,8.21539960023128,11.8764793268254,4.88518335053776,15.4310494074605,3.18088215722227,0,5.3105853828296,3.98766024028959,4.60019539170016,4.70971616793532,2.37818239069721,7.52249159345528,5.21977316666298,11.4580976304568,2.06149722700478,4.65754104147948,1.19383045866989,3.65012398913423,6.62425384800509,-0.369248716080197,-0.239151517347145,-0.824609224661385,0.433554198861905,0.472853476563903,0.68788861323545,0.32597042961158,0.675522231718661
Q93050,Homo sapiens OX=9606,ATP6V0A1,2.36974720363937,9.45828338214572,8.7251894289266,3.05811689687699,14.9591518104667,5.72480956340616,0,10.6221671291889,0.461232839708892,0,14.001208281415,6.56055707722463,0,7.202403824404,4.69915083699013,3.6310987231924,6.43252466910278,4.8191158166991,0,2.85787260231356,0.359417424204302,7.07815101635611,23.2448809082755,21.9463480828799,-0.78821439415007,-0.673806144433228,-1.78448261322036,1.34600191247713,0.402919799872433,0.469038493886312,0.504635302531535,0.183316026544735
Q9H6S3,Homo sapiens OX=9606,EPS8L2,7.98405758589745,5.67745411469767,7.01912407757567,6.79547332529018,3.44775751756614,4.03846979494292,25.6716784066046,12.0680404840124,5.55583379214171,1.97511537728685,4.29932289947952,5.6567697493522,3.25538373299311,3.30380535813012,4.66324646769137,9.02877287418612,8.24343605865358,10.4471034036754,2.55500193317793,0,1.28610450546937,0,0,0.525432828644171,-0.881894726576499,0.956723684412709,-3.49462499178091,-4.50508997024656,0.01784010170082,0.021171216354558,0.09241629456413,0.025104208055816
Q9BPX5,Homo sapiens OX=9606,ARPC5L,0,0,2.32686167009198,0,0,3.48821233646845,0,1.58855920261295,4.59063348100482,0,0,4.31176141630666,0,0,4.66127090707903,0,0,2.07912405612623,0,0,1.15835348344907,0,0,7.87961829020695,1.00233791657282,-0.746512020585466,-2.41534278749327,0.869848392046443,0.677291955946982,0.746082216899021,0.298021292033685,0.711492363274384
O95816,Homo sapiens OX=9606,BAG2,0,0,0,0,2.92633074567226,0,0,5.52154648514478,24.9667301846632,0,3.76554632081395,1.75034696827414,0,8.37024138307412,4.66006061364348,0,17.0167582990736,15.3608723626053,0,1.07004569264583,12.1507391672151,0,0,17.4155274619776,#DIV/0!,3.46783267260469,-1.20544677939627,1.65870771657579,0.147310446766511,0.14908169967944,0.535895031698979,0.538639919726968
O43598,Homo sapiens OX=9606,C6orf108; DNPH1,6.30642800788549,0,13.2686887543565,5.08044804593838,17.6264622884876,11.0563736665187,6.4437492490702,13.2526606376368,29.3456949330641,5.95516857156185,30.7306756748727,12.0240887404492,3.85321444062596,9.48640261609888,4.65686899333785,0.45290062533272,15.0062190465128,9.42029102056989,0.512886050495331,0,17.0416696596325,0,0,0.44821215547401,-0.12130567603151,-0.440502921854786,-1.48217541546817,-6.76389041301338,0.906701966252904,0.623497906151172,0.298867585386445,0.097187524031972
A0AVT1,Homo sapiens OX=9606,UBA6,0,1.15318593620826,0.047548503829326,0,0,0,0,5.70308054356536,11.8646715601443,0,9.11988335132433,0.51264373504231,0,3.05113496234183,4.62997380159406,0,0,1.81001254506521,0,0,0,0,0,5.1409706588921,2.67739746499665,#DIV/0!,Err:502,-0.905873559498719,0.200322443872438,0.373900966300058,0.162571365590234,0.684043012429461
Q86Y07,Homo sapiens OX=9606,VRK2,0,3.40364305076783,4.75230300939901,0,3.44911812295721,9.39982912965557,0,5.60788428189654,8.74566279826556,0,5.93679214141769,6.13825289803995,0,5.87260346922152,4.6176085257655,0,8.95617253847254,9.64164921327867,0,3.6048045417402,8.97626909590237,0,5.32788910816789,8.14418248456687,0.363119694249626,0.533483496713056,-0.190152259446064,0.157943139980025,0.749822951611999,0.667909225174819,0.87935445036422,0.888698138331007
Q53GS9,Homo sapiens OX=9606,USP39,0,0,5.10343589263225,0,0,9.39663225473251,0,0,5.96373128135122,0,0,10.2179974077913,0,0,4.61222594976803,0,0,5.13428360308177,0,0,0,0,0,0,-0.146005678522961,-0.871980800264447,Err:502,Err:502,0.946499768626691,0.710917559470798,0.373900966300058,0.373900966300058
Q6P1L8,Homo sapiens OX=9606,MRPL14,6.76458859238956,0,1.07244209724199,2.24112014224502,0.497556580945968,10.9982979153962,4.52919091053549,2.96291502001614,13.6415685931946,4.83591831580982,4.27278137894738,6.22941524969747,6.35926190246768,3.2730425180207,4.60264012886889,3.38951930970231,0,8.26266564585422,1.27128971836769,0.752002717294119,7.62196279835057,0,0,0,0.861057821531286,-0.237463800598432,-1.13165231059372,Err:502,0.402821479434361,0.871717938959534,0.392088900207877,0.000923216029791
Q96KG9,Homo sapiens OX=9606,SCYL1,0,0,1.32286843553438,0,0,0.836546351578711,0,0,4.98554234032065,0,0,0,0,0,4.60163943996548,2.5431273528339,0,4.91178696504417,0,0,0,0,0,0,1.7984783590084,3.15567438635513,Err:502,#DIV/0!,0.531097437130586,0.201626780390133,0.373900966300058,#NUM!
Q8WUF5,Homo sapiens OX=9606,PPP1R13L,20.9405704747505,9.36732531044831,3.50738627673303,14.338675073353,6.05566327414112,8.91438833535292,19.0176395983579,9.60720218722494,7.12089362885008,18.9960591784589,8.99056548385405,2.02910890983178,16.5430396851088,6.61701602357492,4.57298272001264,15.9166965907726,8.43235149064412,7.86785905241855,8.64219972459141,4.08232778286422,1.1836037731318,0,0,0,-0.286069701150446,0.136487708512706,-1.3618425438017,Err:502,0.764304588299813,0.798524038976144,0.159900449522999,0.111973460349567
Q9Y263,Homo sapiens OX=9606,PLAA,14.0673628765673,25.9693532988262,4.82384416535692,11.6447680933834,10.3863062742596,1.38725235802087,6.67675159456402,21.577995804514,0,2.69296832263993,16.9732088035758,0,14.1417333481097,14.0192283727149,4.56428704963826,9.92991052968575,24.1403052200427,3.33187175748663,19.7593311899823,11.5781785519836,4.40500704389758,40.1402128459937,25.8347149180853,17.1908392367499,-0.455043481561537,0.675480796089182,0.33914793300571,2.080273261206,0.588859681245781,0.538446854552243,0.764088445530611,0.067803615185623
P62857,Homo sapiens OX=9606,RPS28,0,13.2588478294779,1.37622043843286,9.61347345838353,16.3446174950295,9.10333019582466,2.0793019889887,21.2289665409938,14.9469818452424,0.45185864753784,12.52325843677,2.63824360739261,6.67446029466031,13.9716560752187,4.55989377180515,6.20407889773912,9.37857201945467,6.56940248726052,1.80185972232361,14.9085406917365,1.30882122917306,3.89346620118679,14.3611372840339,8.45510052124384,0.78433829665621,-0.662444037342844,-1.08612107136916,0.774582885229799,0.526371087671994,0.165456427110453,0.400865260099178,0.483330343979911
Q9UMY1,Homo sapiens OX=9606,NOL7,1.76731535697695,10.3083575456923,3.67061337355472,10.8141032059205,14.5921025989861,14.7720956323203,10.089924652272,15.8043124746141,9.71149187880362,6.32434592151892,8.35772116023662,7.89119580237174,0,6.49351749318981,4.5542198657589,13.6275001889075,14.3198253575714,5.78709805683649,7.62545314507626,11.2087847749363,4.39608181286506,0,0,0,-0.511260685061944,-0.252195062808446,-0.616100380315467,Err:502,0.652699484644454,0.516887915732525,0.212659743739686,0.000256191537246
Q9BX68,Homo sapiens OX=9606,HINT2,13.9630758442972,6.25321868783643,2.0828807430598,7.10437884942394,9.21008797098782,6.66418683500024,8.14045721662949,8.65529455961027,9.25897429755405,13.7226869974425,7.45231988617288,12.3460310102348,13.0536753036758,7.33347350695514,4.5116719412151,10.3791877697222,7.22098574021866,8.90964099443452,5.75951286779575,3.621436953369,6.4616522708644,3.39345038359972,2.38347714699908,0,0.159087061840871,0.206232303980902,-0.717735774585417,-2.53669251728569,0.849857107420332,0.383631129200755,0.020341474768112,0.012676102396962
