drugbank_id	category	organism	known_action	actions	uniprot_id	pubmed_ids
DB00948	target	Escherichia coli (strain K12)	unknown	inhibitor	P0AD65	2683579
DB00949	target	Humans	yes	antagonist	Q13224	10215667|10690753|11752352|18311896|18253065
DB00949	target	Humans	yes	antagonist	Q8TCU5	17139284|17016423
DB00949	target	Humans	yes	antagonist	Q12879	11752352
DB00949	enzyme	Humans	unknown	substrate|inducer	P08684	21358975|9314612
DB00949	enzyme	Humans	unknown	inhibitor	P33261	8806399|15038401
DB00949	enzyme	Humans	unknown	substrate	P05181	9314612|15481247
DB00949	enzyme	Humans	unknown	inhibitor	P11712	9314612
DB00950	target	Humans	yes	antagonist	P35367	18336052|19545214
DB00950	carrier	Humans	unknown	substrate	P02768	
DB00950	transporter	Humans	unknown	substrate	P08183	10421612|10227700|15359574
DB00950	transporter	Humans	unknown	substrate	Q9Y6L6	10421612
DB00950	transporter	Humans	unknown	substrate	Q9NPD5	16014768
DB00950	transporter	Humans	unknown	substrate	O94956	28414144
DB00950	transporter	Humans	unknown	substrate	P46721	10421612|28414144
DB00950	transporter	Humans	unknown	substrate	Q92887	
DB00950	transporter	Humans	unknown	substrate	O15438	
DB00950	transporter	Humans	unknown	substrate	Q8TCC7	19953504
DB00951	target	Mycobacterium tuberculosis	yes	other/unknown	P9WIE5	11401695|7746145|7623658|18035606
DB00951	target	Mycobacterium tuberculosis	yes	adduct	P9WGR1	15908576|7623658|12740851|18035606|11752352
DB00951	target	Humans	unknown		P10632	16248836
DB00951	target	Humans	unknown		P05177	16248836
DB00951	target	Humans	unknown		P08684	16248836
DB00951	target	Humans	unknown		P33261	16248836
DB00951	target	Mycobacterium tuberculosis	unknown		P9WNX1	20566771
DB00951	enzyme	Humans	unknown	substrate|inhibitor|inducer	P05181	12642468|8354023|15763544|12803597|9728894
DB00951	enzyme	Humans	unknown	inhibitor	P11712	15528841
DB00951	enzyme	Humans	unknown	inhibitor	P05177	19754423|11158730|11868802
DB00951	enzyme	Humans	unknown	inhibitor	P10635	11158730
DB00951	enzyme	Humans	unknown	inhibitor	P33261	15528841|11158730
DB00951	enzyme	Humans	unknown	substrate	P11245	11703656
DB00951	enzyme	Mycobacterium tuberculosis	unknown	inhibitor	P9WJI5	11703656
DB00951	enzyme	Humans	unknown	inhibitor	P11509	11868802|15528841|24820076
DB00951	enzyme	Humans	unknown	inhibitor	P10632	15304522
DB00951	carrier	Humans	unknown		P02768	25489718
DB00952	target	Humans	yes	agonist	P28221	10563228|11897116|8741180|11752352|12010764|14725972|14728705|20687618|10410185|11152011|12463278|16389295
DB00952	target	Humans	yes	agonist	P28222	12010764|14725972|14728705|9650800|11752352|20687618|10410185|11152011|12463278|16389295
DB00952	target	Humans	yes	agonist	P30939	11752352|14725972|11152011|12463278|15320857|14614913|12434581
DB00952	target	Humans	yes	agonist	P08908	14728705|11152011
DB00952	enzyme	Humans	unknown	substrate	P21397	11249525
DB00953	target	Humans	yes	agonist	P28221	11752352|9127118|8904614|9056052|11487512|15821444|12093318|12269863|15056946
DB00953	target	Humans	yes	agonist	P28222	12093318|12269863|15056946|9650800|11752352|11487512|15821444
DB00953	target	Humans	yes	agonist	P30939	11752352|15320857|12434581|9718276|14614913
DB00953	enzyme	Humans	unknown	substrate	P21397	14651728|10417495
DB00954	enzyme	Humans	no	inhibitor	P08684	11020135
DB00955	target	Escherichia coli (strain K12)	yes	inhibitor	P0A7S3	17139284|17016423
DB00956	target	Humans	yes	agonist	P35372	11752352|10640321|16291875|2849950|14600248|20665209|18606504|31170174
DB00956	target	Humans	yes	agonist	P41143	14600248|31170174
DB00956	target	Humans	unknown	ligand	Q99720	31170174
DB00956	enzyme	Humans	unknown	substrate	P10635	14998425|25156930
DB00956	enzyme	Humans	unknown	substrate	P08684	14998425|25156930
DB00956	enzyme	Humans	unknown	substrate	P20813	
DB00956	enzyme	Humans	unknown	substrate	P33261	
DB00957	target	Humans	yes	agonist	P06401	1324557|17107221|7750291|8384965|11752352
DB00957	target	Humans	unknown	partial agonist	P10275	15625768
DB00957	target	Humans	yes	agonist	P03372	14670645|2175153|14672731|25970022
DB00957	enzyme	Humans	unknown	substrate|inducer	P08684	28283499|29403920
DB00957	enzyme	Humans	unknown	substrate	P20813	28283499
DB00957	enzyme	Humans	unknown	substrate	P11712	28283499
DB00957	enzyme	Humans	unknown	substrate	P22309	28283499
DB00957	carrier	Humans	unknown	binder	P02768	12586319
DB00957	carrier	Humans	unknown	binder	P04278	12586319
DB00957	transporter	Humans	unknown	inhibitor	Q92887	16049127|15548387
DB00957	transporter	Humans	unknown	inhibitor	P08183	16049127|15548387
DB00958	enzyme	Humans	unknown	inducer	P47989	12420797|15225673|11520631|14555405
DB00958	enzyme	Humans	unknown	substrate	P05164	
DB00958	enzyme	Humans	unknown	substrate	P30711	
DB00958	enzyme	Humans	unknown	substrate	P04731	
DB00958	enzyme	Humans	unknown	substrate	P02795	
DB00958	enzyme	Humans	unknown	inhibitor	P00441	15109710|16131024
DB00958	enzyme	Humans	unknown	substrate	P09211	
DB00958	enzyme	Humans	unknown	substrate	P09488	
DB00958	enzyme	Humans	unknown	substrate	P15559	
DB00958	transporter	Humans	unknown	substrate	O15431	20159940|15634647
DB00958	transporter	Humans	unknown	substrate	O15432	19509135
DB00958	transporter	Humans	unknown	substrate	Q04656	15213293
DB00958	transporter	Humans	unknown	substrate	P35670	15213293
DB00958	transporter	Humans	unknown	substrate	Q9UNQ0	18801423
DB00958	transporter	Humans	unknown	substrate	Q92887	
DB00959	target	Humans	yes	agonist	P04150	17182172|17016711|17068119|17251323|11752352
DB00959	target	Humans	unknown	agonist	P04083	8060156
DB00959	enzyme	Humans	unknown	substrate|inducer	P08684	16638735|12673034|1614409|24451000
DB00959	enzyme	Humans	unknown	inducer	P11509	24451000
DB00959	enzyme	Humans	unknown	inducer	Q16678	24451000
DB00959	enzyme	Humans	unknown	inducer	P20813	24451000
DB00959	enzyme	Humans	unknown	inducer	P10632	24451000
DB00959	enzyme	Humans	unknown	inducer	P33261	24451000
DB00959	enzyme	Humans	unknown	inducer	P11712	24451000
DB00959	carrier	Humans	unknown	binder	P02768	28435101
DB00959	transporter	Humans	unknown	substrate|inducer	P08183	11913542|12948019|14661924|24451000|19883743
DB00960	target	Humans	yes	partial agonist	P08588	11752352|14608456|1687398|2148726|8884690|2907348
DB00960	target	Humans	yes	partial agonist	P07550	16574446|1666931|1678274|1687398|1979630|11752352
DB00960	target	Humans	unknown	antagonist	P08908	10088139|10331108|10432475|10435400|10490909|11752352
DB00960	target	Humans	unknown	other/unknown	P28222	10727715|2512511|2664084|3141589|7944828
DB00960	target	Humans	unknown	agonist	P13945	14730417|1682311
DB00960	enzyme	Humans	unknown	substrate|inhibitor	P10635	1472073|1675413
DB00961	target	Humans	yes	inhibitor	Q9Y5Y9	17139284|17016423|20044988
DB00962	target	Humans	yes	potentiator	P14867	17139284|17016423|12404558|15783240|10515302|12608888
DB00962	target	Humans	yes	other	P30536	17139284|17016423
DB00962	enzyme	Humans	unknown	substrate	P08684	23651075|9604298
DB00962	enzyme	Humans	unknown	substrate	P20815	
DB00962	enzyme	Humans	unknown	substrate	P24462	
DB00962	enzyme	Humans	unknown	substrate	Q06278	12419014|14709625
DB00963	target	Humans	yes	inhibitor	P35354	16846546|16982289|12016548
DB00963	target	Humans	unknown	inhibitor	P23219	16846546|11752352
DB00963	enzyme	Humans	unknown	inhibitor	P35354	19668566
DB00964	target	Humans	yes	agonist	P08913	17139284|17016423|11481271|17824139|16921219|12630335|14575724|15748550|20399934|17572343|16935593
DB00964	target	Humans	yes	agonist	P35348	17824139|16921219|20399934|18454417|17572343|16935593|15937427
DB00964	target	Humans	unknown	agonist	P18089	1676991
DB00966	target	Humans	yes	antagonist	P30556	11752352|10067800|11444497|11408526|9259062|15498586|11558835|9878991|20448797|19147680|16938288|18580862|15617852|17691961
DB00966	target	Humans	yes	partial agonist	P37231	19147680|16938288|18580862|15617852|15868121|17691961|16154710
DB00966	enzyme	Humans	unknown	inhibitor	P33261	23516440
DB00966	enzyme	Humans	unknown	substrate	P35503	21691256|21829131|22275465
DB00966	transporter	Humans	unknown	inhibitor	P08183	20222053
DB00966	transporter	Humans	unknown	inhibitor	Q92887	20222053
DB00966	transporter	Humans	unknown	inhibitor	Q9UNQ0	20222053
DB00966	transporter	Humans	no	substrate	O95342	24014644
DB00967	target	Humans	yes	antagonist	P35367	15564772|7581058|8174605|11752352|18336052|17902729|12642846|18797058
DB00967	transporter	Humans	unknown	inhibitor	P08183	11454724
DB00968	target	Humans	yes		P08913	17139284|17016423|17485976|9284427|10415926|8743022|1363322|14557373
DB00968	target	Humans	unknown	inhibitor	P20711	13189588
DB00968	enzyme	Humans	unknown	substrate	P21964	21371608|11058906
DB00968	transporter	Humans	unknown	inhibitor	P46059	10052994
DB00969	target	Humans	yes	antagonist	P46098	10354345|14596662|17138606|11752352|10848662|10429744|10776833|11060667|18555935|20136586|15061683
DB00969	enzyme	Humans	unknown	substrate|inhibitor	P05177	19754423|15233703|21180598
DB00969	enzyme	Humans	unknown	substrate	P08684	11304902
DB00969	enzyme	Humans	no	substrate	P11712	11304903|11304902
DB00969	enzyme	Humans	unknown	inhibitor	P05181	
DB00970	transporter	Humans	unknown	inhibitor	O76082	10525100
DB00970	transporter	Humans	unknown	substrate|inhibitor	P08183	11602674|14985103|1356264
DB00970	transporter	Humans	unknown	substrate	O95255	12414644
DB00970	transporter	Humans	unknown	substrate	P33527	7585598
DB00970	transporter	Humans	unknown	substrate	Q9UNQ0	12488537
DB00972	target	Humans	yes	antagonist	P35367	2540229|8829888|9585822|19209282|17723160|10478514
DB00972	target	Humans	unknown	inhibitor	P25021	17723160|20856595|19209282
DB00972	target	Humans	unknown	inhibitor	P04054	8630722
DB00972	target	Humans	unknown	inhibitor	Q16873	8630722
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P08684	10570018|10383922
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P10635	10570018|10383922
DB00972	enzyme	Humans	unknown	substrate	P05177	10570018
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P33261	10383922|10570018
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P04798	10383922|10570018
DB00972	enzyme	Humans	unknown	substrate	P20815	10570018
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P11712	10383922|10570018
DB00972	enzyme	Humans	unknown	substrate	P10632	10570018
DB00972	enzyme	Humans	unknown	substrate|inhibitor	P11509	10383922|10570018
DB00972	enzyme	Humans	unknown	inhibitor	P05181	10383922
DB00972	enzyme	Humans	unknown	inhibitor	P20813	10383922
DB00972	transporter	Humans	unknown	inhibitor	P08183	11231118|7632160|31262903
DB00973	target	Humans	yes	inhibitor	Q9UHC9	14976318|15679830|15737409|15928087|15992510|11752352
DB00973	target	Humans	yes	inhibitor	P35610	19669185|20227438|18442485
DB00973	target	Humans	unknown	other	P15144	15494415
DB00973	enzyme	Humans	unknown	substrate	P22309	21368751|15871634
DB00973	enzyme	Humans	unknown	substrate	P35503	21368751|15871634
DB00973	enzyme	Humans	unknown	substrate	P54855	14977865|15871634
DB00973	enzyme	Humans	unknown	substrate	P16662	14977865|15871634
DB00973	enzyme	Humans	unknown	inhibitor	P08684	15871634
DB00973	enzyme	Humans	unknown	inhibitor	P10632	15871634
DB00973	transporter	Humans	unknown	substrate	P08183	21368751
DB00973	transporter	Humans	unknown	substrate	Q92887	21368751|19443695
DB00973	transporter	Humans	unknown	substrate	O15438	19443695
DB00973	transporter	Humans	unknown	substrate	Q9Y6L6	21368751
DB00973	transporter	Humans	unknown	substrate	Q9UNQ0	19443695
DB00973	transporter	Humans	no	substrate	O95342	24014644
DB00974	enzyme	Humans	unknown	inhibitor	P00813	7740980
DB00974	enzyme	Humans	unknown	inhibitor	Q15166	17292339
DB00974	enzyme	Humans	unknown	substrate	P11511	9418012|2546553|12392814|18499441
DB00975	target	Humans	yes	inhibitor	Q9Y233	17139284|17016423|10373451
DB00975	target	Humans	yes	inhibitor	P00813	11752352
DB00975	target	Humans	yes	inhibitor	O76074	15672122|16080974|16886928|17308037|11752352
DB00975	target	Humans	yes	inhibitor	P27815	11752352
DB00975	target	Humans	unknown		P53805	19189965
DB00975	target	Humans	unknown		P02763	8946472
DB00975	transporter	Humans	unknown	inhibitor	O15439	11856762|12695538|12883481
DB00975	transporter	Humans	unknown	inhibitor	O15440	12695538
DB00975	transporter	Humans	unknown	substrate|inhibitor	P08183	11602674|11716514
DB00975	transporter	Humans	unknown	inhibitor	Q9Y6L6	22541068
DB00975	transporter	Humans	unknown	inhibitor	Q9NPD5	22541068
DB00975	transporter	Humans	unknown	inhibitor	O94956	22541068
DB00975	transporter	Humans	no	substrate	O95342	24014644
DB00976	enzyme	Humans	unknown	substrate|inhibitor	P08684	11601667|12149046|15598962|15792396|16199242
DB00976	transporter	Humans	unknown	inhibitor	Q9Y6L6	19785645|21103967
DB00976	transporter	Humans	unknown	inhibitor	Q9NPD5	19785645|21103967
DB00977	target	Humans	yes	agonist	P03372	17095591|17124377|17125913|17138652|17142999|19237207|19434891|11752352
DB00977	target	Humans	unknown	agonist	O75469	17327420
DB00977	enzyme	Humans	unknown	substrate	P08684	15304426|29637542
DB00977	enzyme	Humans	unknown	substrate|inhibitor	P10632	15601807|29637542
DB00977	enzyme	Humans	unknown	substrate	P11712	29637542
DB00977	enzyme	Humans	unknown	substrate	P05177	29637542
DB00977	enzyme	Humans	unknown	substrate	P20815	28579309
DB00977	enzyme	Humans	unknown	substrate	P22310	8474433
DB00977	enzyme	Humans	unknown		P35503	28579309
DB00977	enzyme	Humans	no	substrate|inducer	P22309	15304429|29637542|25418972|8474433
DB00977	enzyme	Humans	unknown	substrate	O60656	8474433
DB00977	enzyme	Humans	unknown	substrate	P16662	28579309
DB00977	enzyme	Humans	unknown	substrate	P0DMM9	15483196
DB00977	enzyme	Humans	unknown	substrate	P49888	15483196
DB00977	enzyme	Humans	unknown	substrate	P21964	28579309
DB00977	enzyme	Humans	unknown	inhibitor	P33261	23844835|12895199|19454483
DB00977	carrier	Humans	unknown	binder	P02768	2308344
DB00977	carrier	Humans	unknown	binder	P04278	25349334
DB00977	transporter	Humans	unknown	inhibitor	O95342	10611165|10869290|10648470
DB00977	transporter	Humans	unknown	inhibitor	Q14973	10611165
DB00977	transporter	Humans	unknown	inhibitor|inducer	Q92887	9571149|9207286
DB00977	transporter	Humans	unknown	substrate	P08183	15290871|10869290
DB00977	transporter	Humans	unknown	inhibitor	P46721	10611165
DB00978	target	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	yes	inhibitor	P43702	17139284|17016423|16004377
DB00978	target	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	yes	inhibitor	P43700	17139284|17016423|7492077|8384815|10621934
DB00978	target	Humans	unknown	inhibitor	P11388	11752352
DB00978	enzyme	Humans	unknown	substrate|inhibitor	P05177	19026171
DB00978	transporter	Humans	unknown	inhibitor	O76082	10525100
DB00978	transporter	Humans	unknown	inhibitor	Q92887	9495864
DB00979	target	Humans	yes	antagonist	P11229	17139284|17016423
DB00979	enzyme	Humans	unknown	substrate	P06276	15121994
DB00980	target	Humans	yes	multitarget	P48039	15695169|16432265|17389558|16173650|16730121|15869323|19228178|19768947|19568703|17157111|17015817|17803013|11752352
DB00980	target	Humans	yes	multitarget	P49286	15695169|16432265|17389558|16173650|16730121|15869323|19228178|19768947|19568703|17157111|17015817|17803013|11752352
DB00980	enzyme	Humans	unknown	substrate	P05177	20478852|18728808
DB00980	enzyme	Humans	unknown	substrate	P33261	20478852|23861638
DB00980	enzyme	Humans	unknown	substrate	P08684	20478852
DB00980	enzyme	Humans	no	substrate	P11712	
DB00981	target	Humans	yes	inhibitor	P22303	10368402|10403635|10741458|10873710|11141093|11752352
DB00981	target	Humans	unknown		P43681	14645658
DB00981	target	Humans	unknown		P17787	14645658
DB00982	target	Humans	unknown	other/unknown	P10276	10955779|16983322|9691099|7601910|9204085
DB00982	target	Humans	unknown		P13631	20436884
DB00982	enzyme	Humans	unknown	substrate	P08684	15116059
DB00982	carrier	Humans	unknown	binder	P02768	20436884|12164942
DB00983	target	Humans	yes	agonist	P07550	9506248|1718682|14730417
DB00983	target	Humans	unknown	agonist	P08588	14730417
DB00983	target	Humans	unknown	agonist	P13945	14730417
DB00983	enzyme	Humans	unknown	substrate	P10635	
DB00983	enzyme	Humans	unknown	substrate	P33261	
DB00983	enzyme	Humans	unknown	substrate	P11712	
DB00983	enzyme	Humans	unknown	substrate	P11509	
DB00983	enzyme	Humans	unknown	substrate	Q9HAW9	
DB00983	enzyme	Humans	unknown	substrate	O60656	
DB00983	enzyme	Humans	unknown	substrate	P16662	
DB00983	enzyme	Humans	unknown	substrate	P54855	
DB00983	carrier	Humans	unknown	substrate	P02768	
DB00983	transporter	Humans	unknown	substrate|inhibitor	O15245	25751092
DB00983	transporter	Humans	unknown	inhibitor	O75751	25751092
DB00983	transporter	Humans	unknown	substrate	Q9H015	16917073
DB00983	transporter	Humans	unknown	substrate	O76082	16917073
DB00984	target	Humans	yes	agonist	P10275	14663936|14619588|17405825|14761877|12760377|11752352
DB00985	target	Humans	yes	antagonist	P35367	11752352|11835984
DB00986	target	Humans	yes	antagonist	P11229	17139284|17016423|8249551|11752352
DB00986	target	Humans	unknown	antagonist	P20309	10385241
DB00986	target	Humans	unknown	binder	P08172	10385241
DB00987	target	Humans	yes	inhibitor	P06746	16866189|15011952|19372559
DB00987	enzyme	Humans	unknown	substrate	P32320	15492802|19842938
DB00987	enzyme	Humans	unknown	substrate	P08684	15204103|30920135
DB00987	enzyme	Humans	unknown	substrate	P27707	15492802|19842938
DB00987	enzyme	Humans	unknown	substrate	P21589	19842938
DB00987	enzyme	Humans	unknown	substrate	P32321	19842938
DB00987	transporter	Humans	unknown	substrate	Q9H015	10825466|28209616
DB00987	transporter	Humans	unknown	substrate	Q5T3U5	19118001
DB00987	transporter	Humans	unknown	substrate	Q99808	20082300
DB00988	target	Humans	yes	agonist	P14416	17301410|11752352
DB00988	target	Humans	yes	agonist	P21728	17301410|17455212|17449449|17394052|17468175
DB00988	target	Humans	yes	agonist	P21918	17301410
DB00988	target	Humans	yes	agonist	P35462	17301410
DB00988	target	Humans	yes	agonist	P21917	17301410
DB00988	target	Humans	yes	inducer	Q01959	17301410
DB00988	target	Humans	yes	ligand	P09172	17258889|17561816|17625104|17287146|17433386
DB00988	target	Humans	unknown	binder	P08908	9185324|9686407
DB00988	target	Humans	unknown	binder	P34969	8398139|8394362
DB00988	target	Humans	unknown	inhibitor	P23975	11071707
DB00988	target	Humans	unknown	inhibitor	P31645	11071707
DB00988	target	Humans	unknown		P46098	17360702
DB00988	target	Humans	unknown		O95264	17360702
DB00988	target	Humans	unknown		P00441	23612299
DB00988	target	Humans	unknown		Q05940	7912402
DB00988	enzyme	Humans	unknown	substrate	P21397	18652859|20869994|15817751
DB00988	enzyme	Humans	unknown	substrate	P27338	18652859|20869994
DB00988	enzyme	Humans	unknown	substrate	P21964	21656904|21447540|15817751
DB00988	enzyme	Humans	unknown	substrate	P09172	17258889|17561816|17625104|17287146|17433386
DB00988	transporter	Humans	unknown	substrate|inhibitor	O15244	12089365|9830022|11758759|9687576|9812985|9933568|10385678
DB00988	transporter	Humans	unknown	substrate	O15245	12606755|9655880|11758759|8898084|9776363|24688079|10385678
DB00988	transporter	Humans	unknown	inhibitor	O75751	9830022
DB00988	transporter	Humans	unknown	inhibitor	O76082	11160873|10454528
DB00988	transporter	Humans	unknown	substrate	Q01860	20402963
DB00989	target	Humans	yes	inhibitor	P22303	10587286|10673128|10713582|11078030|11139819|11752352|19370562|19470293|18671661|18044073|14587496|12636181
DB00989	target	Humans	yes	inhibitor	P06276	11752352|11078030|11139819|19370562|16437532|19470293|19420308|19374459|18671661|18044073|14587496|12636181
DB00990	target	Humans	yes	inhibitor	P11511	11752352|19930708|19436613|19337436|19156139|20360896|18728707|17020418|15814851
DB00990	enzyme	Humans	unknown	substrate	P08684	19436613|20876785|28603633
DB00990	enzyme	Humans	unknown	inhibitor	P11511	1525055
DB00991	target	Humans	yes	inhibitor	P23219	9831331|15324530|19952416|19338579|17024689
DB00991	target	Humans	yes	inhibitor	P35354	17024689|9650852|9831331|12065695|19952416|19338579
DB00992	target	Humans	unknown	antibody	P12314	17139284|17016423
DB00993	target	Humans	unknown	modulator	P63000	12697733
DB00993	enzyme	Humans	unknown	substrate	P00492	15354273|14531535
DB00993	enzyme	Humans	unknown	substrate	Q9NV35	14531535|24707136
DB00993	enzyme	Humans	unknown	substrate	P47989	15354273|14531535
DB00993	enzyme	Humans	unknown	substrate	P51580	18506437
DB00993	enzyme	Humans	unknown	substrate	P08263	24707136|30987408
DB00993	enzyme	Humans	unknown	substrate	P09210	24707136
DB00993	enzyme	Humans	unknown	substrate	P09488	24707136|30987408
DB00993	enzyme	Humans	unknown	substrate	P20839	24707136
DB00993	enzyme	Humans	unknown	substrate	P12268	24707136
DB00993	enzyme	Humans	unknown	substrate	P49915	24707136
DB00993	enzyme	Humans	unknown	substrate	Q9BY32	24707136
DB00993	enzyme	Humans	no	substrate	P05177	10837004
DB00993	carrier	Humans	unknown	binder	P02768	25272656|1799934
DB00993	transporter	Humans	unknown	substrate	Q14542	22257476
DB00993	transporter	Humans	unknown	substrate	Q9HAS3	22257476
DB00993	transporter	Humans	unknown	substrate	P08183	22257476
DB00993	transporter	Humans	unknown	substrate	Q8NBI5	30910793
DB00994	target	Escherichia coli (strain K12)	yes	inhibitor	P0A7S3	17139284|17016423|15332709|6103875
DB00994	target	Humans	no		P41180	17537980
DB00995	target	Humans	yes	inhibitor	P30044	12163349|15191400|16036347|11752352|19578042
DB00995	target	Humans	yes	inhibitor	O14920	12754408|17034761
DB00995	carrier	Humans	unknown		P02768	11666224|2403377|3655788|7925457
DB00996	target	Humans	yes	inhibitor	P54289	17067834|18299583|23435945
DB00996	target	Humans	unknown	inhibitor	Q9NY47	18299583|23435945
DB00996	target	Humans	unknown	agonist	P30542	15572277|26456872
DB00996	target	Humans	unknown	activator	O43525	30021858
DB00996	target	Humans	unknown	activator	Q9NR82	30021858
DB00996	enzyme	Humans	unknown	inhibitor	P54687	16141215
DB00996	transporter	Humans	unknown	substrate	Q01650	23567998|20818832
DB00997	target	Humans	yes	inhibitor	P11388	11752352|17010609|17351394|17016621|17578914|17089011
DB00997	target	Humans	unknown		Q14978	17129415
DB00997	enzyme	Humans	unknown	substrate|inhibitor	P08684	19011599|8452560|31105885
DB00997	enzyme	Humans	unknown	inhibitor	P10635	8258200
DB00997	enzyme	Humans	unknown	inhibitor	P20813	21642392|17101742
DB00997	enzyme	Humans	unknown	inhibitor|inducer	Q16678	18707023|11160641|21571947|28078076
DB00997	enzyme	Humans	unknown	substrate	P16152	18635746
DB00997	enzyme	Humans	unknown	substrate	O75828	20007405
DB00997	enzyme	Humans	unknown	substrate	P14550	18635746
DB00997	enzyme	Humans	unknown	substrate	P42330	18616992
DB00997	enzyme	Humans	unknown	substrate	P15559	12688675|10860924
DB00997	enzyme	Humans	unknown	substrate	P47989	12688675|10860924
DB00997	enzyme	Humans	unknown	substrate	P29475	9333325|15054088
DB00997	enzyme	Humans	unknown	substrate	P35228	9333325|15054088
DB00997	enzyme	Humans	unknown	substrate	P29474	9333325|15054088
DB00997	enzyme	Humans	unknown	substrate	O75306	12688675|2850270|9618942
DB00997	enzyme	Humans	unknown	substrate	O75489	12688675|2850270|9618942
DB00997	enzyme	Humans	unknown	substrate	O75251	12688675|2850270|9618942
DB00997	enzyme	Humans	unknown	substrate	P16435	6305277
DB00997	carrier	Humans	unknown		P02768	16211657|17378599
DB00997	transporter	Humans	unknown	substrate|inhibitor|inducer	P08183	9210482|11405287|10746169|19631272|12608535|12948019|14499271|1356264|9914792|15211078|19739078|20179710|19255759|19123050
DB00997	transporter	Humans	unknown	substrate|inhibitor	P33527	8621644|12657726|12765240|12867490|9281595|19725578|19255759|19390592
DB00997	transporter	Humans	unknown	inhibitor	O15438	11585759
DB00997	transporter	Humans	unknown	substrate|inhibitor	O95255	12069597|12414644
DB00997	transporter	Humans	unknown	substrate	Q9UNQ0	12682043|12488537|11437380|12649196|19708828|19427995|19232821|19390592
DB00997	transporter	Humans	unknown	substrate	Q86VW1	20179710
DB00997	transporter	Humans	unknown	inhibitor	Q5T3U5	12527806
DB00997	transporter	Humans	unknown	substrate	Q9NUT2	19147539
DB00997	transporter	Humans	unknown	substrate	O95342	12739759
DB00997	transporter	Humans	unknown	substrate	Q15311	17273774
DB00997	transporter	Humans	unknown	substrate	Q92887	17704753
DB00998	target	Humans	yes	agonist	P28221	11752352|11735616|12028320|11152011|10883409|15185063|15311727|9700983|18360605|15342617|12028322
DB00998	target	Humans	yes	agonist	P28222	11752352|15311727|12028320|9700983|11735616|17190530|11152011|10883409|18001261|18360605|15342617|12028322
DB00998	enzyme	Humans	unknown	substrate	P05177	11735616|12028321|12028322
DB00999	target	Humans	yes	inhibitor	P55017	11752352|16078592|16172412|9596079|9038817|12772080|10894798
DB00999	target	Humans	yes	inhibitor	Q12791	9856976
DB00999	carrier	Humans	unknown	binder	P02768	30218717
DB00999	transporter	Humans	unknown	substrate|inhibitor	Q4U2R8	10049739|10991988|30422513
DB00999	transporter	Humans	unknown	substrate	Q8TCC7	17135398
DB00999	transporter	Humans	unknown	substrate	Q9NSA0	30422513
DB00999	transporter	Humans	unknown	substrate	O15439	17135398
DB01000	target	Clostridium perfringens (strain 13 / Type A)	yes	inhibitor	Q8XJ01	17139284|17016423
DB01000	target	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	yes	inhibitor	Q8DR59	7447421
DB01000	target	Streptococcus pneumoniae	yes	inhibitor	Q75Y35	7447421
DB01000	target	Staphylococcus aureus	yes	inhibitor	C1KC03	7447421
DB01000	transporter	Humans	unknown	inhibitor	O76082	10636865
DB01000	transporter	Humans	unknown	inhibitor	P46059	7592745|15567297|9374833
DB01000	transporter	Humans	unknown	inhibitor	Q16348	7592745|9374833|15567297
DB01001	target	Humans	yes	agonist	P07550	12388338|12569076|12808710|14757145|15557128|11752352
DB01001	target	Humans	unknown	agonist	P08588	15655528
DB01001	target	Humans	unknown		P13945	14730417
DB01001	enzyme	Humans	unknown	inhibitor	P08684	11996015|10594474
DB01002	target	Humans	yes	inhibitor	Q9Y5Y9	17139284|17016423|16418020|10969308|11094008
DB01002	enzyme	Humans	unknown	substrate	P08684	24249993
DB01002	enzyme	Humans	unknown	substrate	P05177	25693764|16100236|24249993
DB01003	target	Humans	yes	inhibitor	Q12791	17139284|17016423
DB01003	target	Humans	unknown	antagonist	P25815	17179482
DB01004	target	HHV-1	yes	inhibitor	P04293	17139284|17016423|16173018|16298966|16705640
DB01004	target		yes	inducer	P03176	9715911
DB01004	transporter	Humans	unknown	substrate|inhibitor	O15245	11861798|27317943|19568696
DB01004	transporter	Humans	unknown	inhibitor	Q4U2R8	11861798
DB01004	transporter	Humans	unknown	inhibitor	Q8TCC7	11861798
DB01004	transporter	Humans	unknown	inhibitor	Q9Y694	11861798
DB01004	transporter	Humans	unknown	substrate	Q96FL8	17509534
DB01004	transporter	Humans	unknown	substrate	Q86VL8	17509534|22970772
DB01005	target	Humans	yes	inhibitor	P23921	15075397|14583450|20462199|20005847
DB01005	enzyme	Humans	unknown	inhibitor	P10635	17517247
DB01006	target	Humans	yes	antagonist	P11511	11752352|14505258|15026471|10388095
DB01006	enzyme	Humans	unknown	inhibitor	P11511	15642164|16330141|9815951
DB01006	enzyme	Humans	unknown	substrate	P08684	19198839|17912633
DB01006	enzyme	Humans	unknown	substrate|inhibitor	P11509	19198839|11678779|30094551|17912633
