UniProt ID	Drug ID
P28221	DB00363
P17181	DB00068
P10276	DB00982
P08235	DB00700
Q06432	DB04842
P04278	DB00655
P10827	DB05035
P05230	DB03959
P54289	DB00996
P07550	DB00368
P62942	DB02311
P01375	DB01041
Q9Y271	DB11858
P48443	DB00926
Q14654	DB11633
P12314	DB00074
P25100	DB00388
Q03405	DB06245
O14556	DB14487
O15382	DB04074
P12268	DB04566
P05023	DB01092
P09601	DB04912
P30536	DB00962
Q15822	DB00565
P11388	DB00467
P15121	DB02021
P21802	DB08896
P31645	DB00285
P00439	DB04419
P14416	DB00372
Q12879	DB06151
P20839	DB06408
Q16445	DB00418
P00533	DB01269
P35372	DB00454
P47901	DB14642
P05546	DB14533
P14324	DB02508
P11473	DB01436
Q09470	DB06637
Q92731	DB00783
P04150	DB00351
P14867	DB00371
P28222	DB00321
P09488	DB04187
P09211	DB01915
Q13002	DB00463
P42262	DB00463
P42263	DB13146
P12931	DB01962
P06239	DB06925
P43681	DB00418
P17787	DB00747
P16234	DB06595
P07333	DB12147
P27487	DB04491
P01031	DB14533
P43220	DB13928
P08069	DB01307
O95180	DB01244
P11086	DB07747
Q02750	DB07101
P05771	DB14002
Q99584	DB14481
Q00535	DB07364
P26358	DB12116
P00749	DB02473
O75015	DB00074
P01023	DB14487
P51681	DB12698
P08581	DB07969
P11217	DB02379
P05231	DB06083
P28482	DB06195
P29274	DB00806
P00156	DB08330
P07858	DB04126
P01579	DB14724
P50406	DB00477
P34913	DB08258
P01009	DB14487
O75469	DB00421
Q12882	DB03516
Q04760	DB04132
P45452	DB04759
P11387	DB05482
P56817	DB07175
O14965	DB06486
P02788	DB08439
P31930	DB08330
Q03181	DB00605
P99999	DB04249
P27824	DB13999
P13945	DB00983
P62937	DB11638
P09038	DB03981
P46059	DB03793
Q16539	DB02195
P03951	DB07077
Q8NER1	DB02955
P63316	DB03944
P60568	DB03455
P08183	DB04905
P04629	DB14723
P04275	DB11607
P01584	DB05470
P27361	DB13930
P49841	DB03444
P24941	DB02297
P06493	DB06195
P19838	DB05471
P06870	DB14517
P53779	DB07010
Q16678	DB09061
P08254	DB02449
P07900	DB02840
O75762	DB14009
P17252	DB08846
P27815	DB01303
P00450	DB14488
P16455	DB14533
O14920	DB06151
P05106	DB04863
P42574	DB08213
P14625	DB08464
O60760	DB07616
P00167	DB14530
P04271	DB11093
P22894	DB03880
P15559	DB03147
Q7Z2W7	DB14011
O15530	DB04522
P13569	DB04522
P39900	DB05387
P06744	DB03937
P08100	DB03381
P68400	DB03924
Q96C86	DB07644
P23919	DB03845
P31939	DB03442
P11309	DB03777
Q06187	DB15035
Q08499	DB01959
P48736	DB05552
P43405	DB12010
Q71U36	DB07574
P68371	DB12695
P49137	DB08358
P68366	DB12695
Q9UBX1	DB07913
P09871	DB00075
P50579	DB03396
P35030	DB04109
Q9BY41	DB07350
P14555	DB02504
P25774	DB07839
P09960	DB06828
P04075	DB14487
P09874	DB03073
P07477	DB01767
Q96RI1	DB04348
P52732	DB08037
P14174	DB08334
P08238	DB07877
Q16881	DB05448
Q99250	DB13908
P62508	DB06902
P21964	DB03907
P11511	DB01217
P00736	DB00075
P02745	DB00075
P02746	DB00075
P02747	DB00075
P08637	DB00074
P12318	DB00074
P31994	DB00074
P31995	DB00074
P68133	DB04151
P27797	DB11348
Q07954	DB13999
P11362	DB07840
P22607	DB12010
P35346	DB15494
P48147	DB08739
P06276	DB00733
O00519	DB14009
P27338	DB01132
P21397	DB01171
P47989	DB03841
P00813	DB03015
Q9GZT9	DB14489
Q00975	DB09231
Q8N142	DB04566
P08263	DB04132
P36544	DB00333
Q9UGM1	DB08837
P18505	DB00842
P28472	DB00801
P47870	DB00829
Q08493	DB06246
Q08289	DB01054
Q13698	DB01023
Q01668	DB01023
Q13547	DB11830
Q92769	DB01095
P49356	DB07780
P49354	DB07780
P42336	DB12483
P42345	DB06233
Q00653	DB05767
P00441	DB09061
O00329	DB12010
O60674	DB08895
P07949	DB09078
Q02880	DB06042
P09467	DB05518
P03952	DB14533
O00206	DB06447
P54760	DB07254
P07237	DB14548
P04746	DB03092
P23141	DB01452
P01857	DB07441
P16152	DB11672
P15531	DB03103
Q96FI4	DB14491
P15086	DB07182
P07998	DB02098
P30291	DB11740
P04637	DB14533
O14757	DB07037
P05067	DB05088
Q8NET8	DB14011
P43235	DB03891
Q99527	DB13955
P01024	DB14533
Q16706	DB03955
P56524	DB14548
P30874	DB13985
P17538	DB07383
Q9Y5Y4	DB04828
O95749	DB06931
P30926	DB01227
P32297	DB00898
P18507	DB00829
Q8N1C3	DB00897
Q99928	DB00897
P78334	DB00897
O00591	DB00897
Q9UN88	DB01558
P28476	DB00897
O14764	DB00897
P29034	DB14548
Q9UK17	DB11633
A8MPY1	DB00897
P07451	DB00819
P43166	DB08846
P19652	DB14548
P35869	DB01404
P11474	DB07776
Q15788	DB07009
P20248	DB06948
Q15596	DB07086
P61626	DB03120
P15085	DB04316
P78536	DB07233
P31151	DB14548
Q9UNI1	DB03890
P17612	DB04098
P61925	DB07854
Q9UJM8	DB06979
Q9NZK7	DB03585
P36897	DB12010
P45983	DB07845
P01859	DB08510
P84077	DB09462
P01834	DB07784
P60174	DB03314
Q14994	DB01708
P08574	DB08330
P22695	DB08453
P07919	DB08453
O14949	DB08453
P47985	DB08330
O14957	DB08690
P14927	DB08330
Q9UDW1	DB08330
Q9UKQ2	DB08733
Q7Z406	DB08276
P04054	DB02938
Q86XF0	DB07862
P14920	DB04166
P23458	DB12500
P08758	DB03959
P09848	DB04779
P19961	DB03277
O75390	DB04272
P02144	DB02646
P11226	DB04426
P68104	DB14548
P07478	DB04325
P14867	DB00252
P47869	DB00252
P34903	DB00252
P48169	DB00252
P31644	DB00252
Q16445	DB00252
P18505	DB00252
P47870	DB00252
P28472	DB00252
O14764	DB00252
P78334	DB00252
Q8N1C3	DB00252
P18507	DB00252
Q99928	DB00252
O00591	DB00252
Q9UN88	DB00252
Q05586	DB13146
Q12879	DB13146
Q13224	DB13146
Q14957	DB13146
O15399	DB13146
Q8TCU5	DB13146
O60391	DB13146
P08908	DB13345
P28222	DB13345
P28221	DB13345
P28566	DB13345
P30939	DB13345
P28223	DB13345
P41595	DB13345
P28335	DB13345
P46098	DB13345
O95264	DB13345
Q8WXA8	DB13345
Q70Z44	DB13345
A5X5Y0	DB13345
Q13639	DB13345
P50406	DB13345
P34969	DB13345
P35348	DB00543
P35368	DB00543
P25100	DB00543
P08913	DB00543
P18089	DB00543
P18825	DB00543
P08588	DB01049
P07550	DB01049
P13945	DB01049
P35348	DB09229
P35368	DB09229
P25100	DB09229
P08913	DB09229
P18089	DB09229
P18825	DB09229
P21728	DB00568
P21918	DB00568
P11229	DB00726
P08172	DB00726
P20309	DB00726
P08173	DB00726
P08912	DB00726
P35498	DB13961
Q9Y5Y9	DB13961
Q9UI33	DB13961
Q99250	DB13961
Q9NY46	DB13961
P35499	DB13961
Q14524	DB13961
Q01118	DB13961
Q9UQD0	DB13961
Q15858	DB13961
Q07699	DB13961
O60939	DB13961
Q9NY72	DB13961
Q8IWT1	DB13961
Q05586	DB00874
Q12879	DB00874
Q13224	DB00874
Q14957	DB00874
O15399	DB00874
Q8TCU5	DB00874
O60391	DB00874
Q969S2	DB14501
P46663	DB14548
Q13936	DB09238
Q01668	DB09238
O60840	DB09238
Q13698	DB09238
Q02641	DB09238
Q08289	DB09238
P54284	DB09238
O00305	DB09238
O00555	DB09238
P02786	DB14501
P35498	DB09342
Q9Y5Y9	DB09342
Q9UI33	DB09342
Q99250	DB09342
Q9NY46	DB09342
P35499	DB09342
Q14524	DB09342
Q01118	DB09342
Q9UQD0	DB09342
Q15858	DB09342
P35228	DB01997
P06737	DB03744
Q9P0X4	DB06152
P30542	DB00824
P00519	DB07831
P00451	DB12872
P23219	DB00465
P21728	DB00408
P35916	DB06589
Q9H4B7	DB06772
P17948	DB06101
P06213	DB01309
P04049	DB12010
P12259	DB13151
P20309	DB00340
P00734	DB01593
P13716	DB04781
P14060	DB14542
P14780	DB03683
P21554	DB09061
P30556	DB01342
P34995	DB09211
P29475	DB02044
Q07869	DB00636
P28702	DB00926
Q13639	DB05905
P14618	DB11638
Q12809	DB00342
P11229	DB00280
P34972	DB14011
Q9H244	DB06441
P25021	DB00797
P06746	DB14491
Q05940	DB01089
P03372	DB00431
Q04828	DB07931
P24046	DB00842
P69905	DB07428
P80365	DB14542
P10275	DB00624
P07437	DB05147
P13631	DB02258
P21918	DB00800
Q9H3N8	DB01620
P36888	DB08901
Q99720	DB01488
P15692	DB05294
P37288	DB09059
P08588	DB00335
Q9Y5Y9	DB00807
O76074	DB03597
P14061	DB13951
Q14524	DB00532
P30968	DB05624
P09619	DB06589
P10826	DB04942
Q09428	DB01124
P00747	DB00513
P16442	DB04680
P37231	DB00573
P00742	DB03847
Q9UBS5	DB08891
P16083	DB04216
P12821	DB00722
P05121	DB05254
P10415	DB08871
P08912	DB00458
P09917	DB00795
P00491	DB02568
P80404	DB04235
P35354	DB00465
P29474	DB01997
P08473	DB08575
P00915	DB00562
P00797	DB03395
P01008	DB06754
P05089	DB03904
P08913	DB00408
P08908	DB00408
P30518	DB09059
Q02641	DB09230
P46098	DB00604
P10828	DB03604
P00918	DB00580
P04818	DB01101
P23921	DB06433
P28845	DB07017
P00374	DB02104
P08709	DB04767
P18825	DB00575
P05093	DB14011
Q9UM73	DB12267
P00740	DB13923
Q05586	DB05824
P35968	DB05146
P47869	DB00418
Q02127	DB04147
P25103	DB05466
P48551	DB00069
P21917	DB00409
P41595	DB00574
P02794	DB14501
P00325	DB09462
P38435	DB09332
P11926	DB04263
P08173	DB00408
Q9GZZ6	DB05069
P19793	DB00755
O75311	DB14011
Q13224	DB06077
P0DP23	DB00850
P55017	DB01119
P41143	DB00514
P04083	DB14538
P22303	DB00677
P31749	DB06641
Q13936	DB00622
P23415	DB01159
Q14432	DB01427
P35367	DB00342
P29466	DB07744
P28223	DB00408
P10721	DB05913
P30939	DB06148
P00326	DB02757
P31644	DB00404
P28566	DB14185
P48169	DB00463
O43497	DB05246
P23975	DB00289
Q07343	DB01113
P35348	DB00363
Q13621	DB00887
P41180	DB12865
P02787	DB11397
P04626	DB08916
P20701	DB04724
P25101	DB06268
P34903	DB00404
P02768	DB11638
P28335	DB00370
P22748	DB00774
P02671	DB05675
Q12791	DB01159
P06401	DB00431
P08172	DB00363
P18089	DB00484
P04035	DB01098
P35368	DB00363
P35462	DB00409
P42330	DB07700
P18031	DB02436
P68871	DB08077
Q9Y233	DB08391
P41145	DB00396
P15056	DB08896
P42261	DB01236
Q8TCU5	DB01159
Q01959	DB00458
P00390	DB03147
P34969	DB00434
P28221	DB00408
P17181	DB00069
P10276	DB04942
P08235	DB01013
P04278	DB00675
P10827	DB05235
P05230	DB04409
P54289	DB01023
P07550	DB00373
P62942	DB02888
P01375	DB01296
P48443	DB01393
P12314	DB00075
P25100	DB00420
O14556	DB14533
P12268	DB06103
P05023	DB01119
P09601	DB06914
P30536	DB01068
Q15822	DB00657
P11388	DB00487
P15121	DB02101
P21802	DB08901
P31645	DB00289
P00439	DB06262
P14416	DB00391
Q16445	DB00463
P00533	DB03496
P35372	DB00497
P05546	DB14548
P14324	DB02552
P11473	DB02300
Q09470	DB08837
Q92731	DB01108
P04150	DB00367
P14867	DB00395
P28222	DB00363
P09211	DB02633
Q13002	DB00599
P42262	DB00599
P42263	DB14507
P12931	DB02175
P06239	DB07146
P43681	DB00463
P17787	DB00753
P16234	DB08896
P07333	DB12978
P27487	DB04577
P01031	DB14548
P08069	DB01309
O95180	DB01388
P11086	DB07798
Q02750	DB08130
P00749	DB02526
O75015	DB00075
P01023	DB14533
P51681	DB12960
P08581	DB08079
P11217	DB02447
P05231	DB09036
P28482	DB06641
P29274	DB00824
P00156	DB08453
P07858	DB04579
P50406	DB00502
P34913	DB08259
P01009	DB14533
O75469	DB00431
Q12882	DB03554
Q04760	DB08179
P45452	DB04760
P11387	DB05630
P56817	DB07206
O14965	DB07186
P31930	DB08453
Q03181	DB01393
P99999	DB11638
P27824	DB14481
P13945	DB01001
P09038	DB05434
P46059	DB09213
Q16539	DB02277
P03951	DB07212
Q8NER1	DB06515
P63316	DB04513
P60568	DB03957
P08183	DB05449
P04275	DB13998
P01584	DB05507
P49841	DB04014
P24941	DB02407
P06493	DB08142
P19838	DB05487
P06870	DB14518
P53779	DB07217
Q16678	DB14011
P08254	DB02697
P07900	DB03093
O75762	DB14011
P17252	DB14001
P27815	DB01656
P00450	DB14489
P16455	DB14548
O14920	DB06521
P05106	DB05787
P42574	DB08229
P14625	DB08465
O60760	DB07917
P04271	DB11348
P22894	DB06971
P15559	DB03626
O15530	DB06932
P13569	DB04941
P39900	DB07026
P06744	DB04493
P08100	DB03796
P68400	DB04216
P23919	DB04395
P31939	DB04057
P11309	DB04216
Q08499	DB02676
P48736	DB06831
Q71U36	DB11638
Q9UBX1	DB08775
P09871	DB00078
P50579	DB03900
P35030	DB04369
Q9BY41	DB07586
P14555	DB02936
P25774	DB07878
P09960	DB06851
P04075	DB14533
P09874	DB03509
P07477	DB01771
Q96RI1	DB04557
P52732	DB08198
P14174	DB08335
P08238	DB08045
P62508	DB06973
P21964	DB04820
P11511	DB02342
P00736	DB00078
P02745	DB00078
P02746	DB00078
P02747	DB00078
P08637	DB00075
P12318	DB00075
P31994	DB00075
P31995	DB00075
P68133	DB04395
P27797	DB13998
P11362	DB08577
P22607	DB12147
P06276	DB00772
O00519	DB14011
P27338	DB01171
P21397	DB01247
P47989	DB04854
P00813	DB03220
Q9GZT9	DB14490
Q00975	DB09232
Q8N142	DB05540
P08263	DB13014
P36544	DB00418
P18505	DB00897
P28472	DB00818
P47870	DB00842
Q08289	DB01115
Q13698	DB01054
Q01668	DB01054
Q13547	DB12565
Q92769	DB01223
P49356	DB07841
P49354	DB07841
P42345	DB06287
P00441	DB14009
O00329	DB12483
O60674	DB11817
P07949	DB12010
Q02880	DB06362
P09467	DB07270
P03952	DB14548
O00206	DB08231
P54760	DB07255
P04746	DB03439
P23141	DB01599
P01857	DB07672
P16152	DB14635
P15531	DB03491
Q96FI4	DB14501
P15086	DB07269
P07998	DB02325
P30291	DB12010
P04637	DB14548
O14757	DB07038
P05067	DB05150
P43235	DB04234
Q99527	DB13956
P01024	DB14548
Q16706	DB06984
P30874	DB15494
P17538	DB07668
Q9Y5Y4	DB12789
O95749	DB07221
P30926	DB07720
P32297	DB00915
P18507	DB00842
Q8N1C3	DB00898
Q99928	DB00898
P78334	DB00898
O00591	DB00898
Q9UN88	DB01595
P28476	DB01215
O14764	DB00898
A8MPY1	DB01215
P07451	DB00869
P35869	DB02052
Q15788	DB07080
P20248	DB07126
Q15596	DB07087
P61626	DB03175
P15085	DB06924
P78536	DB07964
Q9UNI1	DB03925
P17612	DB04522
P61925	DB07855
Q9UJM8	DB07060
Q9NZK7	DB04725
P01859	DB08547
P01834	DB07882
P60174	DB03379
Q14994	DB01889
P08574	DB08453
P22695	DB08690
P07919	DB08690
O14949	DB08690
P47985	DB08453
P14927	DB08453
Q9UDW1	DB08453
P04054	DB03565
Q86XF0	DB08203
P14920	DB07979
P23458	DB15091
P08758	DB03981
P09848	DB08558
P19961	DB03323
P02144	DB02671
P07478	DB04410
P14867	DB00292
P47869	DB00292
P34903	DB00292
P48169	DB00292
P31644	DB00292
Q16445	DB00292
P18505	DB00292
P47870	DB00292
P28472	DB00292
O14764	DB00292
P78334	DB00292
Q8N1C3	DB00292
P18507	DB00292
Q99928	DB00292
O00591	DB00292
Q9UN88	DB00292
P35348	DB00598
P35368	DB00598
P25100	DB00598
P08913	DB00697
P18089	DB00697
P18825	DB00697
P08588	DB01118
P07550	DB01118
P13945	DB01118
P35348	DB11273
P35368	DB11273
P25100	DB11273
P08913	DB11273
P18089	DB11273
P18825	DB11273
P21728	DB00696
P21918	DB00696
P11229	DB01221
P08172	DB01221
P20309	DB01221
P08173	DB01221
P08912	DB01221
Q05586	DB01174
Q12879	DB01174
Q13224	DB01174
Q14957	DB01174
O15399	DB01174
Q8TCU5	DB01174
O60391	DB01174
Q13936	DB13746
Q01668	DB13746
O60840	DB13746
Q13698	DB13746
Q02641	DB13746
Q08289	DB13746
P54284	DB13746
O00305	DB13746
O00555	DB13746
P02786	DB14520
P35498	DB09345
Q9Y5Y9	DB09345
Q9UI33	DB09345
Q99250	DB09345
Q9NY46	DB09345
P35499	DB09345
Q14524	DB09345
Q01118	DB09345
Q9UQD0	DB09345
Q15858	DB09345
P35228	DB02044
P06737	DB04522
Q9P0X4	DB09061
P30542	DB00996
P00519	DB08043
P00451	DB13133
P23219	DB00469
P21728	DB00420
P35916	DB06626
Q9H4B7	DB08871
P17948	DB06589
P06213	DB03909
P20309	DB00342
P00734	DB01725
P14060	DB14543
P14780	DB05387
P21554	DB09288
P30556	DB01347
P29475	DB02077
Q07869	DB01039
P28702	DB01393
Q13639	DB06422
Q12809	DB00346
P11229	DB00332
Q9H244	DB08816
P25021	DB00863
P06746	DB14501
Q05940	DB01363
P03372	DB00481
P24046	DB00897
P69905	DB07645
P80365	DB14543
P10275	DB00648
P07437	DB05284
P13631	DB02466
P21918	DB00988
Q9H3N8	DB05032
P36888	DB09079
Q99720	DB01708
P15692	DB05434
P37288	DB13929
P08588	DB00368
Q9Y5Y9	DB00892
O76074	DB04272
Q14524	DB00680
P30968	DB06494
P09619	DB06595
P10826	DB05785
Q09428	DB01251
P00747	DB03709
P16442	DB04681
P37231	DB00731
P00742	DB04673
Q9UBS5	DB08892
P16083	DB04253
P12821	DB00790
P05121	DB09130
P10415	DB09213
P08912	DB00483
P09917	DB00939
P00491	DB02796
P35354	DB00469
P29474	DB02027
P08473	DB08626
P00915	DB00606
P00797	DB03736
P01008	DB06779
P05089	DB04197
P08913	DB00413
P08908	DB00413
P30518	DB14642
P46098	DB00721
P10828	DB03788
P00918	DB00606
P04818	DB01643
P28845	DB07049
P00374	DB02427
P08709	DB06552
P18825	DB00589
P00740	DB13998
Q05586	DB06151
P35968	DB05198
P47869	DB00425
Q02127	DB04281
P25103	DB05790
P48551	DB00105
P21917	DB00413
P41595	DB00589
P38435	DB13152
P11926	DB06243
P08173	DB00411
Q9GZZ6	DB05137
P19793	DB00926
Q13224	DB06151
P0DP23	DB00925
P55017	DB01324
P41143	DB00611
P04083	DB14539
P22303	DB00733
P31749	DB07584
Q13936	DB00653
P23415	DB01189
Q14432	DB04880
P35367	DB00354
P29466	DB07916
P28223	DB00409
P10721	DB06080
P30939	DB11732
P00326	DB02822
P31644	DB00418
P48169	DB00599
O43497	DB09061
P23975	DB00321
Q07343	DB01412
P35348	DB00368
Q13621	DB00903
P41180	DB14481
P02787	DB14487
P04626	DB11652
P20701	DB06972
P25101	DB06403
P34903	DB00418
P02768	DB12965
P28335	DB00408
P22748	DB00819
P02671	DB06245
Q12791	DB04209
P06401	DB00588
P08172	DB00376
P18089	DB00502
P04035	DB01992
P35368	DB00368
P35462	DB00413
P18031	DB02615
P68871	DB08262
Q9Y233	DB08811
P41145	DB00454
P15056	DB08912
P42261	DB04982
Q8TCU5	DB01161
Q01959	DB00476
P00390	DB03310
P34969	DB00458
P28221	DB00589
P17181	DB00105
P10276	DB05785
P08235	DB01023
P04278	DB00882
P10827	DB09100
P05230	DB06589
P54289	DB01054
P07550	DB00397
P62942	DB03338
P01375	DB01407
P48443	DB02746
P12314	DB00078
P25100	DB00457
O14556	DB14548
P05023	DB01158
P09601	DB07342
P30536	DB01178
Q15822	DB00674
P11388	DB00537
P15121	DB02132
P21802	DB09078
P31645	DB00321
P14416	DB00408
Q16445	DB00599
P00533	DB04988
P35372	DB00504
P14324	DB04714
P11473	DB03451
Q09470	DB11640
Q92731	DB01196
P04150	DB00394
P14867	DB00402
P28222	DB00408
P09211	DB03003
Q13002	DB00794
P42262	DB00794
P42263	DB14508
P12931	DB02336
P06239	DB07297
P43681	DB00514
P17787	DB00898
P16234	DB08901
P27487	DB04578
P08069	DB04395
O95180	DB04841
P11086	DB07906
Q02750	DB08208
P00749	DB02551
O75015	DB00078
P01023	DB14548
P08581	DB08791
P11217	DB02471
P05231	DB09221
P28482	DB06877
P29274	DB01303
P00156	DB08690
P07858	DB07160
P50406	DB00543
P34913	DB12610
P01009	DB14548
O75469	DB00499
Q12882	DB09257
P45452	DB04761
P11387	DB05806
P56817	DB07245
O14965	DB07266
P31930	DB08690
Q03181	DB02746
P13945	DB01064
Q16539	DB02352
P03951	DB07299
Q8NER1	DB06774
P60568	DB04278
P08183	DB06191
P04275	DB13999
P01584	DB05767
P49841	DB04395
P24941	DB02538
P06493	DB12010
P19838	DB05767
P53779	DB08005
P08254	DB03033
P07900	DB03137
O75762	DB14050
P17252	DB14002
P27815	DB01791
P00450	DB14490
O14920	DB12010
P05106	DB06472
P42574	DB08251
P14625	DB09130
O60760	DB08313
P04271	DB14481
P22894	DB07397
P15559	DB04090
O15530	DB07033
P13569	DB06266
P39900	DB07446
P06744	DB09130
P08100	DB04079
P68400	DB04395
P11309	DB04395
Q08499	DB02918
P48736	DB06836
Q71U36	DB12695
P09871	DB01593
P50579	DB04108
Q9BY41	DB08168
P14555	DB03017
P25774	DB08195
P09960	DB06917
P04075	DB14548
P09874	DB03722
P07477	DB01805
Q96RI1	DB05990
P52732	DB08239
P14174	DB08765
P08238	DB08153
P62508	DB07485
P21964	DB07462
P11511	DB03467
P00736	DB00081
P02745	DB00081
P02746	DB00081
P02747	DB00081
P08637	DB00078
P12318	DB00078
P31994	DB00078
P31995	DB00078
P68133	DB04629
P27797	DB13999
P11362	DB08896
P06276	DB00843
P27338	DB01247
P21397	DB01363
P47989	DB05262
P00813	DB03370
Q9GZT9	DB14491
P36544	DB00463
P18505	DB00898
P28472	DB00829
P47870	DB00897
Q08289	DB01388
Q13698	DB01115
Q01668	DB01115
Q13547	DB14487
Q92769	DB01303
P49356	DB07895
P49354	DB07895
P42345	DB12010
P00441	DB14011
O60674	DB11986
P07949	DB12742
Q02880	DB06421
P09467	DB07312
P03952	DB14597
O00206	DB11193
P54760	DB07256
P04746	DB03495
P23141	DB02161
P01857	DB07764
P15531	DB04068
P07998	DB02363
O14757	DB07075
P05067	DB05846
P43235	DB04244
Q16706	DB08321
P17538	DB07749
Q9Y5Y4	DB13036
O95749	DB07410
P32297	DB01090
P18507	DB00897
Q8N1C3	DB01215
Q99928	DB01215
P78334	DB01215
O00591	DB01215
P28476	DB01558
O14764	DB01215
A8MPY1	DB01558
P07451	DB00909
P35869	DB02709
Q15788	DB07119
P20248	DB07137
Q15596	DB07195
P61626	DB03189
P15085	DB07351
Q9UNI1	DB06951
P17612	DB04530
P61925	DB07856
Q9UJM8	DB07907
Q9NZK7	DB04743
P01859	DB08618
P01834	DB07893
P60174	DB03900
Q14994	DB02709
P08574	DB08690
P47985	DB08690
P14927	DB08690
Q9UDW1	DB08690
P04054	DB03587
Q86XF0	DB12116
P08758	DB09130
P19961	DB04417
P02144	DB03366
P14867	DB00306
P47869	DB00306
P34903	DB00306
P48169	DB00306
P31644	DB00306
Q16445	DB00306
P18505	DB00306
P47870	DB00306
P28472	DB00306
O14764	DB00306
P78334	DB00306
Q8N1C3	DB00306
P18507	DB00306
Q99928	DB00306
O00591	DB00306
Q9UN88	DB00306
P35348	DB00697
P35368	DB00697
P25100	DB00697
P08913	DB00715
P18089	DB00715
P18825	DB00715
P08588	DB01365
P07550	DB01365
P13945	DB01365
P35348	DB11278
P35368	DB11278
P25100	DB11278
P08913	DB11278
P18089	DB11278
P18825	DB11278
P21728	DB00715
P21918	DB00715
P11229	DB09194
P08172	DB09194
P20309	DB09194
P08173	DB09194
P08912	DB09194
Q05586	DB01708
Q12879	DB01708
Q13224	DB01708
Q14957	DB01708
O15399	DB01708
Q8TCU5	DB01708
O60391	DB01708
P35498	DB11186
Q9Y5Y9	DB11186
Q9UI33	DB11186
Q99250	DB11186
Q9NY46	DB11186
P35499	DB11186
Q14524	DB11186
Q01118	DB11186
Q9UQD0	DB11186
Q15858	DB11186
P35228	DB02207
P06737	DB05044
Q9P0X4	DB09235
P30542	DB01223
P00519	DB08231
P00451	DB13151
P23219	DB00500
P21728	DB00477
P35916	DB08896
Q9H4B7	DB12334
P17948	DB06626
P06213	DB05115
P20309	DB00363
P00734	DB01766
P14060	DB14544
P14780	DB05495
P21554	DB11745
P30556	DB01349
P29475	DB02143
Q07869	DB01050
P28702	DB01941
Q13639	DB06480
Q12809	DB00455
P11229	DB00334
P25021	DB00927
Q05940	DB01364
P03372	DB00539
P24046	DB01215
P69905	DB08077
P80365	DB14544
P10275	DB00655
P07437	DB06042
P13631	DB02741
P21918	DB01038
Q9H3N8	DB05381
P36888	DB12010
Q99720	DB03575
P15692	DB05890
P37288	DB14642
P08588	DB00373
Q9Y5Y9	DB00961
O76074	DB05415
Q14524	DB00740
P30968	DB06699
P09619	DB08896
P10826	DB12808
Q09428	DB01252
P00747	DB04925
P16442	DB07341
P37231	DB00795
P00742	DB05362
P16083	DB07339
P12821	DB00881
P10415	DB09401
P08912	DB00496
P09917	DB01014
P00491	DB02857
P35354	DB00480
P29474	DB02044
P08473	DB09292
P00915	DB00703
P00797	DB03968
P01008	DB06822
P05089	DB04530
P08913	DB00449
P08908	DB00422
P46098	DB00726
P10828	DB05035
P00918	DB00695
P04818	DB03541
P28845	DB07056
P00374	DB02559
P08709	DB07207
P18825	DB00714
P00740	DB13999
Q05586	DB08838
P35968	DB05578
P47869	DB00463
Q02127	DB04583
P25103	DB06634
P48551	DB05472
P21917	DB00420
P41595	DB00696
P08173	DB00420
Q9GZZ6	DB05740
P19793	DB01393
Q13224	DB08954
P0DP23	DB01023
P55017	DB01325
P41143	DB00647
P04083	DB14540
P22303	DB00805
P31749	DB07585
Q13936	DB00661
P23415	DB01236
Q14432	DB05266
P35367	DB00363
P28223	DB00420
P10721	DB06589
P00326	DB02871
P31644	DB00463
P48169	DB00683
O43497	DB14009
P23975	DB00344
Q07343	DB01427
P35348	DB00388
Q13621	DB01325
P02787	DB14488
P04626	DB11973
P20701	DB07486
P25101	DB06460
P34903	DB00425
P02768	DB13967
P28335	DB00420
P22748	DB00869
P02671	DB11300
P06401	DB00603
P08172	DB00383
P18089	DB00575
P04035	DB03169
P35368	DB00388
P35462	DB00477
P18031	DB02620
P68871	DB08486
Q9Y233	DB08814
P41145	DB00497
P15056	DB11718
P42261	DB05047
Q8TCU5	DB01173
Q01959	DB00543
P00390	DB03867
P34969	DB00477
P28221	DB00669
P17181	DB05258
P10276	DB12808
P08235	DB01134
P04278	DB00890
P05230	DB08238
P54289	DB04838
P07550	DB00449
P62942	DB03621
P01375	DB01411
P48443	DB03756
P12314	DB00081
P25100	DB00458
P05023	DB01188
P30536	DB01198
Q15822	DB00721
P11388	DB00685
P15121	DB02383
P21802	DB09079
P31645	DB00344
P14416	DB00409
Q16445	DB00683
P00533	DB05101
P35372	DB00514
P14324	DB06548
P11473	DB04258
Q92731	DB01428
P04150	DB00396
P14867	DB00404
P28222	DB00543
P09211	DB03619
Q13002	DB00849
P42262	DB00849
P42263	DB14509
P12931	DB02432
P06239	DB08055
P43681	DB00564
P17787	DB00981
P16234	DB09078
P27487	DB04876
P08069	DB05023
O95180	DB09061
P11086	DB08128
Q02750	DB08911
P00749	DB02705
O75015	DB00081
P08581	DB08865
P11217	DB02519
P05231	DB10770
P28482	DB07010
P29274	DB01412
P07858	DB07219
P50406	DB00924
O75469	DB00503
Q12882	DB09327
P45452	DB06423
P11387	DB06069
P56817	DB07281
O14965	DB07360
Q03181	DB03338
P13945	DB01102
Q16539	DB02873
P03951	DB07887
Q8NER1	DB09061
P60568	DB05299
P08183	DB06240
P01584	DB06168
P49841	DB07014
P24941	DB02603
P19838	DB08814
